term,count
좋고 단체모임하기에 좋습니당,2
단체모임하기에 좋습니당 추천이요,2
양도 많고 너무,2
너무 맛있게 먹고,2
정말 맛있었어요 EMO_POS,2
본인 바쁘고 힘든,2
바쁘고 힘든 손님한테,2
힘든 손님한테 푸는,2
맛있게 잘먹었습니다 직원분들도,2
구워주셔서 편하게 식사할,2
직원분들이 직접 구워주셔서,2
구워주셔서 편하게 맛있게,2
방문하고 싶은 곳입니다,2
웨이팅 없이 먹을,2
먹을 있었어요 EMO_POS,2
EMO_POS 고기 질도,2
너무 친절하세요 EMO_POS,2
친절하세요 EMO_POS 다음에,2
친절하시고 고기도 정말,2
고기 구워주시고 고기,2
편하게 먹을 있었고,2
항상 웨이팅이 집이라,2
웨이팅이 집이라 평일,2
집이라 평일 어지간한,2
평일 어지간한 시간에,2
어지간한 시간에 방문하니,2
시간에 방문하니 바로,2
방문하니 바로 먹을수있고,2
바로 먹을수있고 좋네요,2
먹을수있고 좋네요 여긴,2
좋네요 여긴 90,2
여긴 90 이상이,2
90 이상이 보쌈정식을,2
이상이 보쌈정식을 시키고,2
보쌈정식을 시키고 일하시는,2
시키고 일하시는 분들도,2
일하시는 분들도 정식,2
분들도 정식 먹으라고,2
정식 먹으라고 권유하십니다,2
먹으라고 권유하십니다 시그니처,2
권유하십니다 시그니처 메뉴이기도,2
시그니처 메뉴이기도 하고,2
메뉴이기도 하고 양도,2
하고 양도 푸짐해요,2
양도 푸짐해요 보쌈고기,2
푸짐해요 보쌈고기 알배추에,2
보쌈고기 알배추에 소주,2
알배추에 소주 한잔,2
소주 한잔 먹고,2
한잔 먹고 있으면,2
먹고 있으면 칼국수랑,2
있으면 칼국수랑 1인용,2
칼국수랑 1인용 갖다주세요,2
1인용 갖다주세요 고기누린내도,2
갖다주세요 고기누린내도 없고,2
고기누린내도 없고 식당도,2
없고 식당도 깔끔하니,2
식당도 깔끔하니 좋아요,2
깔끔하니 좋아요 맛이,2
좋아요 맛이 특별한,2
맛이 특별한 곳이라기보다,2
특별한 곳이라기보다 가성비,2
곳이라기보다 가성비 좋은,2
가성비 좋은 노포라고,2
좋은 노포라고 보시면,2
노포라고 보시면 됩니다,2
EMO_POS 유튜버 검색,2
맛있고 직원분들 너무,2
너무 맛있고 특히,2
오픈 시간에 맞춰,2
너무 좋아서 먹을,2
좋아서 먹을 때마다,2
직원분들도 친절하게 응대해주셔서,2
친절하게 응대해주셔서 기분,2
응대해주셔서 기분 좋게,2
기분 좋게 식사했습니다,2
직원분들도 친절하시고 맛도,2
좋고 친절하고 맛있어요,2
구워주셔서 너무 편하고,2
웨이팅 하고 먹은,2
분위기도 좋고 친절하셔서,2
데이트 장소로 좋은,2
정말 좋아서 한입,2
좋아서 한입 먹자마자,2
맛있게 EMO_POS EMO_POS,2
너무 친절하고 매장도,2
다시 가지 않을,2
고기 너무 맛있어요,2
웨이팅이 조금 있긴,2
고기 질이 너무,2
너무 좋고 구워주셔서,2
다양해서 좋았어요 EMO_POS,2
가게 내부도 깔끔하고,2
직원 분들도 친절하셔서,2
구워주셔서 너무 편하게,2
좋아용 EMO_POS EMO_POS,2
직접 구워주셔서 맛있게,2
가야지 가야지 하다가,2
전부터 와보고 싶었는데,2
음식이 맛있고 직원분들이,2
맛있고 직원분들이 친절합니다,2
주말 저녁에 단독으로,2
저녁에 단독으로 방문하였습니다,2
단독으로 방문하였습니다 현지,2
방문하였습니다 현지 고객들로,2
현지 고객들로 붐볐습니다,2
고객들로 붐볐습니다 1인,2
붐볐습니다 1인 주문이,2
1인 주문이 가능하며,2
주문이 가능하며 15,2
가능하며 15 000원의,2
15 000원의 보쌈과,2
000원의 보쌈과 칼국수가,2
보쌈과 칼국수가 포함된,2
칼국수가 포함된 정식을,2
포함된 정식을 주문하였습니다,2
정식을 주문하였습니다 보쌈은,2
주문하였습니다 보쌈은 매우,2
보쌈은 매우 두툼하며,2
매우 두툼하며 여성,2
두툼하며 여성 1인이,2
여성 1인이 섭취하기에,2
1인이 섭취하기에 충분한,2
섭취하기에 충분한 양이었고,2
충분한 양이었고 배추잎,2
양이었고 배추잎 보쌈김치,2
배추잎 보쌈김치 보쌈무와,2
보쌈김치 보쌈무와 훌륭하게,2
보쌈무와 훌륭하게 어우러져,2
훌륭하게 어우러져 맛있는,2
어우러져 맛있는 조화를,2
맛있는 조화를 이루었습니다,2
조화를 이루었습니다 특히,2
이루었습니다 특히 김치의,2
특히 김치의 맛이,2
김치의 맛이 뛰어났습니다,2
맛이 뛰어났습니다 조가,2
뛰어났습니다 조가 첨가된,2
조가 첨가된 밥도,2
첨가된 밥도 공기,2
밥도 공기 제공되어,2
공기 제공되어 보쌈과,2
제공되어 보쌈과 함께,2
보쌈과 함께 곁들였습니다,2
함께 곁들였습니다 칼국수는,2
곁들였습니다 칼국수는 고기와,2
칼국수는 고기와 야채,2
고기와 야채 육수로,2
야채 육수로 조리되었으며,2
육수로 조리되었으며 일반적인,2
조리되었으며 일반적인 맛이었습니다,2
일반적인 맛이었습니다 양은,2
맛이었습니다 양은 1인분,2
양은 1인분 칼국수,2
1인분 칼국수 양보다,2
칼국수 양보다 적었기,2
양보다 적었기 때문에,2
적었기 때문에 사이드,2
때문에 사이드 느낌이었습니다,2
사이드 느낌이었습니다 직원분들은,2
느낌이었습니다 직원분들은 매우,2
직원분들은 매우 친절하게,2
매우 친절하게 응대해주셨으며,2
친절하게 응대해주셨으며 고객의,2
응대해주셨으며 고객의 불편,2
고객의 불편 사항에,2
불편 사항에 대해서도,2
사항에 대해서도 친절하게,2
대해서도 친절하게 처리하는,2
친절하게 처리하는 모습을,2
처리하는 모습을 확인할,2
모습을 확인할 있었습니다,2
직원분도 너무 친절하시고,2
다들 너무 친절하시고,2
세심한 서비스 덕분에,2
너무 맛있어요 EMO_POS,2
맛있게 먹을 있었어요,2
먹었는데 양도 많고,2
직원분들이 고기를 구워주셔서,2
고기와 함께 먹으면,2
회식 단체 모임,2
장소로 추천합니다 매장도,2
추천합니다 매장도 넓고,2
친절하시고 고기도 맛있어요,2
웨이팅 없이 들어와서,2
사장님 너무 친절하세요,2
직원분들도 친절하시고 음식도,2
고기도 직접 구워주시고,2
직접 구워주셔서 너무,2
왔는데 직원분들도 친절하시고,2
워낙 인기가 많은,2
간이 자극적이지 않아,2
먹고 갑니다 EMO_POS,2
사장님도 너무 친절하고,2
질이 너무 좋아서,2
좋아서 잡내 하나,2
직원분들도 친절하셔서 기분,2
친절하시고 너무 맛있어요,2
양이 너무 적고,2
국물이 자극적이지 않고,2
음식도 빨리 나와서,2
웨이팅이 있었지만 생각보다,2
진짜 너무 맛있어요,2
너무 맛있게 잘먹었어요,2
국물은 자극적이지 않으면서도,2
제가 먹어본 족발,2
먹을 정도는 아님,2
고기 퀄리티가 정말,2
퀄리티가 정말 좋아서,2
부드럽고 잡내 없이,2
데이트나 모임 장소로,2
대기가 길다고 해서,2
갑니닷 EMO_POS EMO_POS,2
없이 바로 들어갈,2
진짜 너무 맛있었어요,1
너무 맛있었어요 서울에서,1
맛있었어요 서울에서 먹은,1
