group,store,review_text,max_similarity
event,이태리국시,리조또에 마늘향도 좋고 고기도 밋있어요! 파스타도 맛있어요! 면이 특이해서 식감도 좋네요😄,0.19454615534695757
event,이태리국시,아이들 데리고 다같이 왔는데 음식의 향이 완전 좋고 맛도 기대했던거 이상으로 좋아요 즐거운 저녁식사 시간이었어요 감사합니다,0.11176622230265704
event,이태리국시,"곱창은 로제베이스, 대창을 오일베이스라서 다른 매력이 있어요. 청양파스타는 하나도 안맵고 위에 뿌려주는 바삭한 무언가가 있는데 그게 완전 킥입니다. 메뉴가 전체적으로 다 맛있고 오미자 하이볼이랑 잘어울려요. 분위기도 좋고 창가자리에서 먹었더니 친구들하고 좋은 식사시간이었습니다. 재방문의사있습니다",0.11758502725999892
event,이태리국시,메뉴가 하나하나 다 맛있었어요~~~!,0.18294870560477194
event,이태리국시,"전체적으로 조화로운 퓨전음식이었고 다 맛있었어요! 곱창파스타는 치즈가 있어 적당히 매콤해 한식 맛이 나면서도 파스타와 잘 어울렸어요. 피자는 리코타 샐러드와 불고기, 도우 두께도 조화로워 계속 들어갔어요.",0.08473380463339067
event,이태리국시,다 맛있어요!! 분위기도 좋고 데이트로 추천합니다,0.5858492152744685
event,이태리국시,"생일이라 예약하고 왔는데, 분위기가 너무 좋아요!! 음식도 맛있구 직원분들도 친절하세요😚",0.3404187616542056
event,이태리국시,"성수 데이트로 가기 좋은 곳이에요. 분위기 은은하고 조용해서 대화하기 편했고, 음식도 한식 느낌 섞인 파스타라 색다르고 맛있었습니다. 전체적으로 부담 없이 분위기+맛 둘 다 챙기기 좋은 느낌입니다!",0.21742068225736827
event,이태리국시,퓨전 양식집이라고 해서 살짝 반신반의하며 방문했는데 너무 맛있습니다. 평소에 맛볼 수 없었던 메뉴가 많은데 다 풍미가 너무 좋고 맛있었어요. 분위기도 좋아서 데이트하거나 가족식사로 방문해도 좋을것같아요. 다시 방문하고싶은 곳 입니다.,0.2170413867971147
event,이태리국시,이태리국시 두번째 방문인데 새로운 메뉴 도전해두 다 맛있어요! 파스타 바질이 많이 들어있어서 좋아요,0.1458058310886005
event,이태리국시,접근성 분위기 좋고 음식도 퓨전으로 맛있습니다 :) 추천드려요 굿굿굿,0.33086887326488135
event,이태리국시,오모오모 그릇도 넘 예쁘고 맛도 상상하던 그런 맛이 아니라 다 특별하고 새로운 메뉴에요 만족하고 갑니다~^^ 반계 크림리조또 최고의 선택이었어용 둘이와서 식사 2개 시키면 샐러드나 사이드 한개 더 시켜야할것같아용!,0.11201302828377996
event,이태리국시,성수 유명 맛집이라고 해서 왔는데 맛있고 분위기도 좋아서 데이트하기도 좋을 것 같아요! 완전 추천🫶,0.20472437890463346
event,이태리국시,다음엔 한우곱창파스타 먹으러 와야겠어요 뇨끼 너무 맛있어요!!!!!!!!!!!!!!,0.21030888461580116
event,이태리국시,음식이 맛있고 직원분들이 친절하셔서 좋았어요~ 잘먹고 갑니다! 음식도 빨리 나오네요!,0.1955360053614915
event,이태리국시,맛있다는 후기를 보고 처음 방문하게 되었는데요! 반계마늘돌솥리조또가 너무 맛있었어요 ෆ⸒⸒. 분위기도 좋아서 밥먹으러 오기 좋은 곳 같습니다!,0.23663617132900044
event,이태리국시,곱창은 불맛과 통통하고 커서 입안가득 고소함이 퍼지네요. 매콤하고 묵직함이 매력이예요. 봉골레는 크림과 청량이 조화롭고 고소하고 짭짤해서 자꾸 먹게 돼요. 예약해서 왔는데 테이블이 여유로워 다음엔 그냥 와도 되겠어요.,0.05694130142392394
event,이태리국시,성수 놀러왔다가 들렀어요 돌솥에 나와서 따뜻하고 맛있어요!,0.21931035530563642
event,이태리국시,시그니처 메뉴와 베스트메뉴로 주문했어요. 재료도 신선하고 건강한 맛이예요. 처음 먹어보는 듯한 느낌의 메뉴들이예요. 너무 맛있어요. 🙌 평일에는 자리도 여유있고 점심식사하기 좋아요.,0.14356387583854377
event,이태리국시,맛있어요 분위기 좋습니다,0.53666908122576
event,이태리국시,주말 저녁에 데이트 겸 방문했는데 웨이팅없이 입장했습니다. 분위기도 좋고 맛있어서 데이트 코스로 추천합니다! 숯불대창돌솥파스타가 특히 맛있습니다!!,0.25468694741649156
event,이태리국시,한식이랑 양식 퓨전인데 담백하기 딱 먹기 좋아요! 느끼하기 싫어하시는분들 딱b! 데이트로 오기 분위기도 좋고 추천해용,0.2427634042506045
event,이태리국시,"청양파스타가 맛있어용 닭고기가 올라간 리조또는 삼계탕이랑 맛이 아주 똑같습니다 ㅋㅋㅋㅎㅎ 편히, 라이트 하게 먹기 좋아요",0.09299909583039996
event,이태리국시,정말 맛있고 행복한 시간이었어요. 배우자와 함께 아늑하고 따듯한 시간 보내고 갑니다. 다음에도 또 와서 즐거운 시간 보낼게요. 정말 좋은 날을 만들어줘서 고마운 공간입니다. 맛있어요!,0.23428074248164357
event,이태리국시,"세련된 인테리어와 감각적인 조명, 입구부터 '성공적'인 데이트를 예감케 하는 곳이였어요😍 직원분들의 세심한 서비스 덕분에 아내와 대접받는 기분으로 완벽한 시간을 보냈어요ㅎㅎ - 메뉴별 한줄평 • 대창돌솥파스타 : 돌솥 열기에 녹아든 대창의 고소함! 마지막 한 입까지 뜨겁고 진한 풍미가 예술 • 반계마늘리조또 : 마늘의 깊은 향과 부드러운 닭고기의 조화. 보양식급 든든함과 고급스러운 감칠맛의 끝판왕! • 알배추갈비샐러드 : 익힘의 정도가 완벽한 알배추와 육향의 미친 조화! 메인 요리 사이에서 중심을 잡아주는 최고의 킥! - 총평 단순한 식사를 넘어 '감동'을 선사받은 기분입니다. 맛, 분위기, 서비스까지 빈틈이 없어 서울 올 때마다 무조건 재방문 0순위이네요ㅎㅎ 강력 추천합니다✌🏻",0.1006496750786217
event,이태리국시,"퓨전 음식들이 많고, 색다른 느낌을 경험할 수 있어서 좋아요!",0.15601735939383224
event,이태리국시,곱창파스타 대창파스타 먹었는데 맛있어용 둘다 곱창 대창 꽤 넉넉히 들어있어서 좋았습니다 대창이 곱창보단 좀 더 한식스러운 맛인데 짬뽕맛과 비슷하다고 느껴졌어요. 개인적으론 곱창이 더 취향이었습니다. 잘먹었네용,0.10287022667226328
event,이태리국시,"여자친구와 방문했습니다. 일단 음식도 다양하고 너무 맛있네요! 매장도 엄청 넓고, 분위기도 아늑하니 좋아요! 다음에 또 방문할게요",0.3325607041516118
event,이태리국시,음식이 맛잇고 매장이 쾌적해서 좋아요,0.18654310707949362
event,이태리국시,그냥 파스타랑 평범한 리조또랑 다르게 한식도 좋아하는 저에게 안성만춘이었던 식당이었습니다 파스타 진짜 너무너무 맛있어요 감칠맛 폭발,0.10791689465993537
event,이태리국시,닭리조또 꼭 드셔보세요!! 정말 맛있어요~ 다른 음식들도 맛있으니 데이트할때 들려보세요ㅎ,0.11603948790037302
event,이태리국시,우연히 찾아보다가 너무 맛있어보여서 왔는데 역시나 맛있어요! 일단 해산물과 대창에서 냄새가 하나도 안나고 싱싱하도라구요? 잡내도 없고 오랜만에 파스타 맛있게 먹었습니다!👍🏻,0.10675263940892868
event,이태리국시,분위기 괜찮네요👍 음식도 밸런스가 좋았습니다!,0.26694171063468863
event,이태리국시,완전 맛있어용 이렇게 두개 꼭 시켜드세용!! 매장 안도 넓고 저는 예약없이 들어왔는데 창가 앉으시려면 예약하셔야해여,0.18459662036929925
event,이태리국시,너무 맛있어요! 친구들과 야무지고 즐겁게 먹고 갑니다ㅎㅎ💓,0.21900036265109601
event,이태리국시,음식 맛있었어요! 주문하는 방법이 신기했어요. 음식은 좀 늦게 나와서 웨이팅하고 들어와서 주문다 하고 먹는데까지 너무 배고파요ㅋㅋ 음식은 맛있었어요! 메뉴들 다른거 먹으러 또 올게요,0.13698896951292516
event,이태리국시,성수 맛집 검색후에 왔는데 맛있어요 ㅎㅎㅎ 깔끔하고 분위기도 좋아요,0.24541735371714576
event,이태리국시,퓨전 이태리음식이여서 궁금했는데 대창파스타 너무 저와 남편입맛에 딱이었어요!!🤤 해산물 좋아하면 갑오징어 파스타도 추천해요!!,0.13327290199682537
event,이태리국시,오늘 회사 단체 점심으로 먹으러왔는데 다양하게 맛있게먹었어요~ 대창이 아주 실하고 불향이 확나네요 피자가 아주 프레시하니 맛있어요 시그니처 바질 파스타 국물도 국밥처럼 시원해요,0.11219126305504329
event,이태리국시,성수 서울숲 데이트 하러 온김에 온 이태리국시 성수점입니다 한국 퓨전 양식 좋아하는 사람이라면 만족하면서 먹을수 있을만한 집입니다 특히 빈계마늘리조또랑 갈비 알배추 샐러드가 맛있네요~,0.13930964460247297
event,이태리국시,"메뉴 3개 모두 처음 먹어본 메뉴였는데, 너무 맛있었습니다~ 특히 알배추 항정살이 참기름과 소스 조화가 너무 잘어울렸어요 ㅎㅎ 분위기도 좋고 또 오고 싶은 맛집입니다",0.1826006488649676
event,이태리국시,"주문한 파스타는 면 익힘 정도가 적당했고 소스도 진하면서 부담스럽지 않아 맛있게 먹었습니다. 특히 재료가 신선한 느낌이 나서 더 좋았습니다. 다만, 음식이 나오는 시간이 조금 걸린 점은 아쉬웠지만 그만큼 정성 들여 준비하는 느낌도 있었습니다.",0.09190890670050664
event,이태리국시,메뉴도 특별하고 너무너무 맛있아요!!! 매장 분위기도 좋아서 맛있게 먹구 갑니다 ㅎㅎ,0.19739499734658889
event,이태리국시,예약하고 방문해서 대기 없이 바로 입장했어요. 매장 넓고 분위기도 좋아서 편하게 식사하기 좋았습니다. 특히 반계 마늘돌솥리조트가 진짜 맛있었어요! 마늘 향이 은은하고 닭도 촉촉해서 계속 손이 가는 맛이에요.,0.12415187479056311
event,이태리국시,생일 기념으로 와서 언니오빠들이랑 맛있게 먹고 갑니당,0.11897776826593737
event,이태리국시,다같이 모임하기 좋은 장소인거 같아요! 메뉴도 하나하나 너무 맛있었습니다~~ 뇨끼 장난아니고 감튀도 바삭바삭하고 리조또 진짜 추천입니다~~,0.18200545018553407
event,이태리국시,맛있게 잘 먹었습니다! 다른 메뉴들도 궁금해요!,0.24853249782035805
event,이태리국시,"좋아하는 뇨끼, 트러플치즈뇨끼는 혼자만 먹고픈 특별함~ 대창파스타, 생각보다 안매워👍🏻 모두 으음~ 반계마늘돌솥리조또는 나의 짝,아버님 추천 모두 만족한 저녘시간",0.1292917599776065
event,이태리국시,해외에 오래 살다 온 동생이랑 왔어요 한식 퓨전 양식이라 한국적이면서도 특이한 메뉴가 많아 좋았습니다,0.14740046589780403
event,이태리국시,넘 맛있었구 친절하세요 ㅎㅎ 또올게요 !,0.2904096784898491
event,이태리국시,이태리 국시 성수점 음식 .굿 분위기도 굿~~ 메인 곱창파스타도 너무 맛있네요👍👍👍 자주이용할께요~,0.14315787685597742
event,이태리국시,맛있다고 유명한 곳이라 기대하고 방문했습니다ㅎ 특선메뉴랑 시그니처로 담아봤는데 기대보다 더 맛있어서 좋았어요 행복한 식사였습니다~,0.14472293692141414
event,이태리국시,분위기 좋고 맛있어요 💛,0.5830277909632468
event,이태리국시,오랜만에 성수로 나와서 흔한 양식이 아닌 색다른걸 먹어보고 싶어 방문했습니다 원픽이었던 대창파스타가 품절이라 못 먹은게 아쉽지만ㅠㅠ 곱창파스타와 알배추 샐러드 청양크림파스타까지 맛있게 먹었어요! 피클대신 짜지않은 무짱아찌까지 오히려 잘 어울렸어요~ 다음엔 대창파스타 꼭 먹어보러 올려고요🥰,0.10212722287708029
event,이태리국시,파스타 종류가 다양한데 다 새로운 것들이라 좋았어요! 음식 더 너무 맛있구 에이드도 너무 맛있어요..🥹 식당 분위기도 좋아서 파스타 먹기에 좋아용 단체로 와도 좋구 데이트로 와두 너무 좋을 것 같아욤 맛있게 먹구 갑니다🖤,0.19813512997397434
event,이태리국시,어디가야할지 고민하다가 이름이 ㅋㅋ 재밌어서 찾아와봤어요 간판이 좀 눈에 안띄어서 첨에 살짝 헤매긴했습니다ㅠ 메뉴는 세개 시켰는데 개인적으로 알배추 갈비 샐러드?(첫사진)이 제일 좋았어요!! 한우 대창 파스타도 매콤해서 좋았고요 ㅋㅋ 바질 해산물 파스타도 맛있긴했는데 면이 조금 낯설어서 ㅎㅎ 암튼 맛있게 잘 먹고 갑니다!,0.16073944052570893
event,이태리국시,음식이 꽤 정갈하게 나와서 기분이 좋았습니다 대창 실하구요ㅎㅎ 초등 아이와 같이왔는데 갈비와 알배추 정말 맛있게 먹네요~ 첫 방문이었는데 리스트에 넣어 두겠습니다^^,0.09819922095985713
event,이태리국시,"새로운 맛집 발견. 지도에서 평점과 평점 개수가 괜찮아서 왔는데, 만족하고 갑니다. 청양라구갈비파스타와 반계마늘돌솥리조또를 주문. 인상 깊은 건 반계마늘돌솥리조또. 푹 고은 삼계탕을 잘 조려서 리조또하고 거기에 수비드한 튀긴 반계.. 이런게 진짜 퓨전이다 싶음.",0.10468034650046568
event,이태리국시,맛잇네요 숯불대창 돌솥파스타는 매콤하니 맛잇고 반계마늘리조또는 마늘향이 진하니 맛나요. 닭고기도 연하네요! 담에 또 오고싶어요,0.13551458534089209
event,이태리국시,음식도 맛있으며 이태리국시만의 특별한 메뉴도 맛 볼 수 있어서 좋았어요. 인기가 많은 식당이라 원하는 시간대 예약 하고 오시는게 편하실 거예요. 추천 합니다.,0.13187805417967371
event,이태리국시,처음 방문했는데 너무 맛있어요.. 또 방문할 거 같습니다👍🏻,0.23663617132900044
event,이태리국시,"특별한 곳에서 특별한 맛을 느낄수 있었어요 맛있어요~~감튀도 왜케 맛있는거죵,?ㅋㅋ덕분에 즐거운 데이트 했어요^^",0.20574297509072945
event,이태리국시,예약 하고 오길 잘 했어요~~ 맛집인 만큼 대기가 길어요~~ 음식도 익숙한듯 하지만 새로워서 맛있게 잘 먹었어요~~,0.13187805417967371
event,이태리국시,"곱창치즈돝솥파스타 정말 추천해요. 곱창은 잡내 없이 쫄깃하고 고소했고, 치즈는 듬뿍 올라가서 진한 풍미가 좋았어요. 파스타 면도 소스가 잘 배어 있어서 끝까지 맛있게 먹었습니다. 곱창의 짭조름한 맛과 치즈의 부드러움이 잘 어울려서 생각보다 조합이 훨씬 좋았어요. 색다른 메뉴 찾는 분들이라면 꼭 한 번 드셔보세요!",0.1218529075198724
event,이태리국시,분위기 좋은 곳에서 넘나 맛있는 음식👍🏻👍🏻 데이트하러 또 와야겠어요,0.2031699623885393
event,이태리국시,음식이 너무 맛있어서 추가 주문 할 정도로 좋았습니다. 다음에도 또 오고 싶네요.,0.1565336401921969
event,이태리국시,너무 맛있었습니다. 분위기가 너무 좋아여.,0.46411476604259627
event,이태리국시,대표메뉴 두개 시켜봤는데 이유가 있네요!! 돌판이라 식지 않아서 넘 따뜻하고 맛있어용~ 다만 대기가 너무 길어서 예약하는게 좋을 것 같습니당,0.1168362049906778
event,이태리국시,대기시간은 조금 있었지만 음식은 진짜 금방나왔어요🥰 테이블에 있는 QR코드로 주문하니까 빨라서 너무 편했어요! 이번 메뉴도 너무 만족하고 다음번에 들러서 다른 메뉴도 먹어보려구요👍🏻,0.13953817299022003
event,이태리국시,맛있게 잘먹었어요 종종 생각나서 방문하는 곳입니다,0.06745513621805015
event,이태리국시,"저희는 오늘 청양봉골레크림파스타랑 불고기쌈피자 시켰고, 피자는 도우가 또띠야같은 얇은 도우로 되어있어서 뭔가 타코나 부리또같은 느낌이었구요, 피자라고 하면 좀 무거울 수 있는데 채소가 가득있어서 무겁지않고 산뜻한 맛이었어요🥹청양 봉골레크림 파스타는 매운맛이 쎄지않으면서 산뜻하게 입안을 정리해줘서 좋았고 면도 기본 파스타면이랑 다른 면이 오동통?해서 전체적으로 식감이 다양해서 좋았습니다🫶🏻평소 먹던 봉골레랑은 다른 느낌? 하이볼도 술 못드시는 분들도 드실 수 있을만큼 술맛이 강하지않아서 좋았어요🥹❣️그리고 가게 이름이 이태리국시라고 해서 좀 정겨운 가게 분위기 생각했는데 엄청 세련된 양식당 느낌이라 새롭고 인테리어나 분위기도 좋았습니다🤭🤭🤭데이트장소 찾으시면 이태리국시 추천드려요, 잘먹었습니다:)",0.09152153515450721
event,이태리국시,진짜 맛있어요! 간도 딱 맛있는만큼 짭짤하니 딱 좋아요! 추천추천 또 올거에요!! 돌솥에 나와서 음식 온도도 맘에들어요 싹싹 다 먹었습니다,0.21931035530563642
event,이태리국시,쌈 피자 맛이 예상했던 것과 달리 가볍게 맛있어서 좋았어요. 바질해산물파스타도 국물이랑 면이 맛있어서 넘 좋았어요😆,0.22046990576612335
event,이태리국시,음식이 깔끔하고 너무 맛있었습니다 내부 분위기도 좋아서 데이트 코스로 딱이에요!,0.24451666275786632
event,이태리국시,동친이랑 오랜만에 성수나들이 왔다가 들렀습니다. 특별한 메뉴가 먹고싶어 왔는데 역시 즤 동네는 없는 메뉴들이 독특하게 다가오네요^^ 맛있었습니다! 오징어와 관자도 싱싱하고 대창도 통통하네요! 오늘의 메뉴는 가성비도 좋아요^^,0.08770540004860558
event,이태리국시,외국인친구들이랑 방문했는데 맛있다고 다들 좋아하네요~😊 만족스럽습니다,0.12543550594071123
event,이태리국시,분위기가 엄청 좋아요! 맛있어요!!,0.3158268078262732
event,이태리국시,냠냠 참신한 조합에 플레이팅이 아주 아름다워요 좋은 시간 보내고 갑니다!,0.27102624627976685
event,이태리국시,음식이 너무너무 맛있고 시끌벅적하지않아 좋았어요 담에도 또 방문 할게용~!!,0.1900032470339826
event,이태리국시,"퓨전양식 처음 먹어봤는데 너무 맛있어요! 허겁지겁 먹느라 사진을 처음에 못찍었는데 플레이팅도 예쁘고, 너무 맛있게 잘 먹었습니다!",0.175331279508892
event,이태리국시,"대창 파스타가 궁금해서 방문해봤는데, 기대 이상으로 만족스러운 식사였어요! 자칫 느끼할 수 있는 대창의 풍미를 소스가 완벽하게 잡아줘서 끝까지 질리지 않고 정말 맛있게 먹었습니다 😊 혼자 방문했지만 분위기도 좋아서 편하게 식사할 수 있었고, 다음에는 꼭 남자친구랑 다시 오고 싶은 곳이에요. 데이트 장소로도 정말 추천드려요! 💕 맛, 분위기, 만족도까지 모두 갖춘 곳이라 재방문 의사 100%입니다 👍",0.18150514004992863
event,이태리국시,맛있고 특별한 맛이예용 데이트하기도 친목하도 조아요 ㅠㅠ 💖,0.20472437890463346
event,이태리국시,어버이날이라서 여기 성수동에 맛집검색후 예약없이찾아왔어요 기다림없이 자리착석 주문후 요리나오는 시간은 조금걸려서 살짝 지루했는데.. 음식이 나오니..눈이 즐거움과 맛에 반했어요 특별한날 추천합니다 👍,0.10645849029830078
event,이태리국시,대창 돌솥파스타~~ 살이 통통해요!! 너무너무 맛있습니다. 데이트로 강력추천 해요~~,0.1647280255860578
event,이태리국시,음식 다 맛있고 직원분들도 다 친절하세요 대창진짜 맛있어요,0.30052179253869243
event,이태리국시,처음 먹어보는 맛이라 신기했습니다! 파가 들어간 게 킥이네요 다만 서울인지라 가격은 고려하셔야합니다 ㅎㅎㅎ 콜라가 5500원이라 포기했어요 ㅠ 다음번에는 곱창이 들어간 파스타와 갈비가 들어간 리조또를 먹어보고 싶네요.,0.08375460454159256
event,이태리국시,특색있는 메뉴 맛있게 잘 먹었어요 다음에 또 올게요 👍,0.2780574670872265
event,이태리국시,숯불대창파스타 먹었는데 숯불향이랑 대창 고소함이 진짜 잘 어울려요 🤤 느끼하지 않고 계속 손 가는 맛이라 순삭했습니다 🍝 대창 좋아하시면 꼭 드셔보세요!,0.11936823462055682
event,이태리국시,분위기도 너무 좋고 메뉴도 흔치 않은 메뉴라 너무 신선하고 좋았어요!!☺️ 깍두기 리조또가 정말 맛있옸어요 ㅠㅠ… 정말 추천합니다❤️,0.25794843904961984
event,이태리국시,퓨전 양식집 와봤는데 넘 맛있어요! 닭고기도 촉촉 부들 넘 맛있구 대창도 넘 맛있어서 순식간에 흡입했네욤&gt;&lt; 다음에 또 올게요~~,0.16178003482359188
event,이태리국시,맛있게 먹고 갑니다~~ 한식과 양식이 오묘히 섞여있어요 일본에 지점 내주세요,0.2143324145669557
event,이태리국시,매장도 깔금하고 색다른 메뉴인데 맛있었어요 ♥️♥️,0.16607986494813412
event,이태리국시,고기가 부드럽고 맛있고 파스타도 안느끼하고 잘먹었습니다. 피자는 또띠아 느낌나서 막있게 잘먹었습니다.,0.17463248009716115
event,이태리국시,"숯불갈비깍두기리조또랑 청양차돌오일파스타, 감자튀김 먹었어요. 전체적으로 자극적이거나 짜지않고 맛있어요. 깍두기리조또는 뭐랄까 고깃집에서 숯불갈비먹고 밥 볶아먹는 맛이에요 갈비도 부드럽고 맛있었어요 흔하지않은 신기한 메뉴들이 많아서 다음에 또와서 다른메뉴도 먹어보고싶어요!",0.11417612148067766
event,이태리국시,음식 하나하나가 너무 맛있고 엄청 친절하시고 매장도 분위기있고 깔끔해요 음식하나하나 신경쓰인게 보이고 너무 잫먹었습니다 데이트맛집추천👌,0.16099388481526078
event,이태리국시,근래 성수에서 갔던 식당 중에 제일 맛있어요 맛있는 메뉴가 너무 많아서 고르기 어렵다는 점… 숯불대창돌솥파스타 꼭 드시길 추천드립니당 !,0.1239241240489589
