term,count
살아있고 무생채랑 같이,2
무생채랑 같이 먹으면,2
같이 먹으면 조합이,2
먹으면 조합이 정말,2
조합이 정말 최고였어요,2
정말 최고였어요 밑반찬도,2
최고였어요 밑반찬도 깔끔하고,2
밑반찬도 깔끔하고 특히,2
깔끔하고 특히 김치찌개가,2
특히 김치찌개가 진짜,2
김치찌개가 진짜 맛있어서,2
진짜 맛있어서 보쌈,2
맛있어서 보쌈 먹다가,2
보쌈 먹다가 뜨끈한,2
먹다가 뜨끈한 국물,2
뜨끈한 국물 한입,2
국물 한입 먹으면,2
한입 먹으면 바로,2
먹으면 바로 소주,2
바로 소주 불러오는,2
소주 불러오는 맛이에요,2
불러오는 맛이에요 손님이,2
맛이에요 손님이 많아도,2
손님이 많아도 이모님들이,2
많아도 이모님들이 너무,2
이모님들이 너무 베테랑이라,2
너무 베테랑이라 주문도,2
베테랑이라 주문도 빠르고,2
주문도 빠르고 음식도,2
빠르고 음식도 꼬이지,2
음식도 꼬이지 않아서,2
꼬이지 않아서 편하게,2
않아서 편하게 식사할,2
편하게 식사할 있었어요,2
식사할 있었어요 합정에서,2
있었어요 합정에서 보쌈,2
합정에서 보쌈 드시고,2
보쌈 드시고 싶으신,2
드시고 싶으신 분들께,2
싶으신 분들께 자신,2
분들께 자신 있게,2
자신 있게 추천드려요,2
있게 추천드려요 EMO_POS,2
직원분들도 친절하시고 너무,2
너무 맛있고 직원분들이,2
맛있고 직원분들이 너무,2
데이트나 친구랑 가기,2
분위기 너무 좋고,2
좋았어요 EMO_POS EMO_POS,2
별로 좋아하지 않는,2
완전 맛있어요 EMO_POS,2
너무 좋고 음식도,2
좋고 음식도 맛있어요,2
계속 손이 가더라고요,2
친절해서 기분 좋게,2
방문하고 싶은 곳이에요,2
고기도 직접 구워주시고,2
정말 맛있어요 분위기도,2
맛있어요 분위기도 좋아요,2
올게요 EMO_POS EMO_POS,2
이번이 두번째 방문인데,2
너무 맛있게 잘먹었습니다,2
계속 먼저 나감,2
3시간 웨이팅 끝에,2
웨이팅 끝에 기대를,2
끝에 기대를 많이,2
기대를 많이 하고,2
많이 하고 들어갔는데,2
하고 들어갔는데 솔직히,2
들어갔는데 솔직히 국밥,2
솔직히 국밥 맛은,2
국밥 맛은 기대,2
맛은 기대 이하였습니다,2
기대 이하였습니다 개인적으로는,2
이하였습니다 개인적으로는 동네,2
개인적으로는 동네 프랜차이즈,2
동네 프랜차이즈 국밥집이,2
프랜차이즈 국밥집이 나은,2
국밥집이 나은 수준이라고,2
나은 수준이라고 느껴졌습니다,2
직원분들은 친절하다기보다는 약간,2
친절하다기보다는 약간 자기들만의,2
약간 자기들만의 분위기와,2
자기들만의 분위기와 컨셉에,2
분위기와 컨셉에 몰입해,2
컨셉에 몰입해 느낌이,2
몰입해 느낌이 강했고,2
느낌이 강했고 편하게,2
강했고 편하게 식사하기에는,2
편하게 식사하기에는 다소,2
식사하기에는 다소 거리감이,2
다소 거리감이 있었습니다,2
거리감이 있었습니다 요리,2
있었습니다 요리 프로그램에,2
요리 프로그램에 나왔다고,2
프로그램에 나왔다고 해서,2
나왔다고 해서 서서,2
해서 서서 먹을,2
서서 먹을 정도의,2
먹을 정도의 맛집인지는,2
정도의 맛집인지는 모르겠습니다,2
맛집인지는 모르겠습니다 웨이팅을,2
모르겠습니다 웨이팅을 감수하면서까지,2
웨이팅을 감수하면서까지 다시,2
감수하면서까지 다시 방문할,2
다시 방문할 생각은,2
방문할 생각은 없습니다,2
직원분도 너무 친절하시고,2
고기도 너무 맛있고,2
좋아요 다음에 올게요,2
맛있게 먹고 왔어요,2
고기는 잡내 없이,2
너무 맛있네요 EMO_POS,2
재방문 의사는 없습니다,2
가격대비 양은 조금,2
맛있게 분위기도 좋고,2
예전에 우연히 한번,2
우연히 한번 왔다가,2
한번 왔다가 너무,2
왔다가 너무 맛있어사,2
너무 맛있어사 성수,2
맛있어사 성수 들린김에,2
성수 들린김에 왔어요,2
들린김에 왔어요 고기도,2
왔어요 고기도 직접,2
고기도 직접 구워주셔서,2
직접 구워주셔서 너무,2
구워주셔서 너무 편하고,2
너무 편하고 테이블도,2
편하고 테이블도 널찍널찍,2
테이블도 널찍널찍 해서,2
널찍널찍 해서 좋아용,2
해서 좋아용 고기는,2
좋아용 고기는 물론,2
고기는 물론 계탄밥도,2
물론 계탄밥도 존맛이고,2
계탄밥도 존맛이고 직원분들도,2
존맛이고 직원분들도 하나같이,2
직원분들도 하나같이 친절하십니다,2
하나같이 친절하십니다 완전,2
친절하십니다 완전 만족스런,2
완전 만족스런 식사에요,2
만족스런 식사에요 EMO_POS,2
고기 퀄리티도 좋고,2
좋고 너무 맛있어요,2
번쯤 가볼 만한,2
너무 맛있고 직원분들도,2
와보고 싶었던 곳인데,2
그런지 웨이팅 없이,2
맛있어요 양도 진짜,2
기분 좋게 식사했어요,2
조만간 방문할 예정입니다,2
직원분들도 친절하고 맛있어요,2
너무 맛있고 분위기도,2
맛있고 분위기도 좋아요,2
너무 맛있네요 특히,2
방문할게요 EMO_POS EMO_POS,2
웨이팅 없이 들어와서,2
딸기 막걸리 너무,2
양도 많고 너무,2
질이 너무 좋고,2
보쌈정식에 소주 한병,2
보쌈은 아는맛이고 칼국수는,1
아는맛이고 칼국수는 우연히,1
칼국수는 우연히 지나가다가,1
우연히 지나가다가 줄이,1
지나가다가 줄이 많이,1
줄이 많이 서있는걸,1
많이 서있는걸 두번이나,1
서있는걸 두번이나 다른날,1
두번이나 다른날 보고,1
다른날 보고 맛집이구나,1
보고 맛집이구나 하고,1
맛집이구나 하고 들어가봤는데요,1
하고 들어가봤는데요 줄이,1
들어가봤는데요 줄이 이토록,1
줄이 이토록 긴것인가,1
이토록 긴것인가 보쌈은,1
긴것인가 보쌈은 평범하고,1
보쌈은 평범하고 칼국수는,1
평범하고 칼국수는 전혀,1
칼국수는 전혀 줄설이유가,1
전혀 줄설이유가 없는데,1
줄설이유가 없는데 굳이,1
없는데 굳이 찾아갈이유도없고,1
굳이 찾아갈이유도없고 위생적으로도,1
찾아갈이유도없고 위생적으로도 앞접시,1
위생적으로도 앞접시 첫번째주신,1
앞접시 첫번째주신 3개,1
첫번째주신 3개 모두에,1
3개 모두에 고춧가루가,1
모두에 고춧가루가 붙어있고,1
고춧가루가 붙어있고 말씀드려서,1
붙어있고 말씀드려서 바꿔달라해서,1
말씀드려서 바꿔달라해서 가져오신,1
바꿔달라해서 가져오신 두개가,1
가져오신 두개가 고춧가루,1
두개가 고춧가루 묻어있고,1
고춧가루 묻어있고 가져오시면서,1
묻어있고 가져오시면서 한번확인하심될것을,1
가져오시면서 한번확인하심될것을 다시,1
한번확인하심될것을 다시 바꿔주시러,1
다시 바꿔주시러 가져가시고,1
바꿔주시러 가져가시고 천으로,1
가져가시고 천으로 쓱쓱,1
천으로 쓱쓱 닦아주시더라고요,1
쓱쓱 닦아주시더라고요 다봤어요,1
닦아주시더라고요 다봤어요 위생도,1
다봤어요 위생도 별로,1
위생도 별로 미스테리여,1
합정역 20인분 한정메뉴,1
20인분 한정메뉴 돈대갈비,1
한정메뉴 돈대갈비 먹었는데,1
돈대갈비 먹었는데 존맛탱,1
먹었는데 존맛탱 직원분들도,1
존맛탱 직원분들도 너무,1
직원분들도 너무 친절하고,1
너무 친절하고 시그니처,1
친절하고 시그니처 메뉴,1
시그니처 메뉴 일찍와서,1
메뉴 일찍와서 먹어요,1
회사 근처있어서 몇번,1
근처있어서 몇번 왔었는데,1
몇번 왔었는데 오늘은,1
왔었는데 오늘은 친구랑,1
오늘은 친구랑 왔어요,1
친구랑 왔어요 맛있고,1
왔어요 맛있고 좋아요,1
여기는 때마다 정신이,1
때마다 정신이 없고,1
정신이 없고 손님을,1
없고 손님을 물건으로,1
손님을 물건으로 보는,1
물건으로 보는 느낌임,1
보는 느낌임 아줌마들은,1
느낌임 아줌마들은 친절했으나,1
